ObjectID,ROS Number,Lifeboat Station,AIC,Year,Lifeboat Class,Lifeboat Number,RoS Type,Casualty Category,Casualty Type,Reason for launch,Outcome,Visibility at incident,Weather at incident,Sea conditions at incident,Wind direction at incident,Visibility at launch,Weather at launch,Sea conditions at launch,Wind direction at launch,Arrived on scene?,x,y,Date of launch,Time of launch,Date time of launch,x2,y2
134304,LBI00514/2022,St Peter Port,Paddleboard,2022,ATLANTIC 85,B-889,ILB,LEISURE,Paddleboard,Unknown craft,Others assisted casualty,GOOD ,PART CLOUDY, SLIGHT,315,GOOD ,PART CLOUDY, SLIGHT,315,Yes,-2.48102,49.4748,2022-02-07,14:55:00,2/7/2022 2:55:00 PM,-2.48102,49.4748
134305,LBI01270/2020,St Peter Port,Waterside activity,2020,ATLANTIC 85,B-870,ILB,PEOPLE,Waterside activity,Cut off by tide,Rendered assistance,GOOD ,CLEAR SKIES, CALM,135,GOOD ,CLEAR SKIES, SMOOTH,135,Yes,-2.526,49.47446,2020-04-10,10:09:00,4/10/2020 9:09:00 AM,-2.526,49.47446
134306,LBI00299/2022,St Peter Port,Motorboat,2022,SEVERN,ON1279,ALB,LEISURE,Motorboat,Machinery/equipment failure,Rendered assistance,GOOD ,OVERCAST, SLIGHT,90,GOOD ,OVERCAST, SLIGHT,90,Yes,-2.509,49.47358,2022-01-23,10:30:00,1/23/2022 10:30:00 AM,-2.509,49.47358
134307,LBI03509/2023,St Peter Port,Unknown person,2023,SEVERN,ON1203,ALB,PEOPLE,Unknown person,Injured/ill,Rendered assistance,POOR ,OVERCAST, SMOOTH,315,POOR ,OVERCAST, SMOOTH,315,Yes,-2.45419,49.47022,2023-06-10,13:28:00,6/10/2023 12:28:00 PM,-2.45419,49.47022
134308,LBI03968/2023,St Peter Port,Unknown person,2023,SEVERN,ON1203,ALB,PEOPLE,Unknown person,Injured/ill,Rendered assistance,FAIR ,PART CLOUDY, SLIGHT,,FAIR ,PART CLOUDY, SLIGHT,NULL,Yes,-2.45417,49.47021,2023-06-17,19:15:00,6/17/2023 6:15:00 PM,-2.45417,49.47021
134309,LBI03970/2023,St Peter Port,Unknown person,2023,SEVERN,ON1203,ALB,PEOPLE,Unknown person,Injured/ill,Rendered assistance,FAIR ,PART CLOUDY, SLIGHT,,FAIR ,PART CLOUDY, SLIGHT,NULL,Yes,-2.45414,49.47017,2023-06-17,20:59:00,6/17/2023 7:59:00 PM,-2.45414,49.47017
134310,LBI04163/2023,St Peter Port,Unknown person,2023,SEVERN,ON1203,ALB,PEOPLE,Unknown person,Injured/ill,Rendered assistance,GOOD ,CLEAR SKIES, SMOOTH,225,GOOD ,CLEAR SKIES, SMOOTH,225,Yes,-2.45417,49.47017,2023-06-23,22:40:00,6/23/2023 9:40:00 PM,-2.45417,49.47017
134311,LBI02387/2023,St Peter Port,Unknown person,2023,SEVERN,ON1203,ALB,PEOPLE,Unknown person,Injured/ill,Rendered assistance,POOR ,FOG, SLIGHT,315,POOR ,FOG, SLIGHT,315,Yes,-2.45414,49.47016,2023-05-14,16:05:00,5/14/2023 3:05:00 PM,-2.45414,49.47016
134312,LBI02704/2024,St Peter Port,Unknown person,2024,SEVERN,ON1279,ALB,PEOPLE,Unknown person,Injured/ill,Rendered assistance,GOOD ,OVERCAST, MOD/CHOP,180,GOOD ,OVERCAST, MOD/CHOP,180,Yes,-2.45411,49.47015,2024-05-14,22:06:00,5/14/2024 9:06:00 PM,-2.45411,49.47015
134313,LBI00649/2024,St Peter Port,Unknown person,2024,SEVERN,ON1203,ALB,PEOPLE,Unknown person,Injured/ill,Rendered assistance,FAIR ,RAIN / HAIL, MOD/CHOP,225,FAIR ,RAIN / HAIL, MOD/CHOP,225,Yes,-2.45406,49.47014,2024-02-13,22:33:00,2/13/2024 10:33:00 PM,-2.45406,49.47014
134314,LBI01218/2023,St Peter Port,Unknown person,2023,SEVERN,ON1203,ALB,PEOPLE,Unknown person,Injured/ill,Rendered assistance,FAIR ,RAIN / HAIL, SLIGHT,225,FAIR ,RAIN / HAIL, SLIGHT,225,Yes,-2.45393,49.47007,2023-03-20,04:03:00,3/20/2023 4:03:00 AM,-2.45393,49.47007
134315,LBI02239/2024,St Peter Port,Unknown person,2024,SEVERN,ON1279,ALB,PEOPLE,Unknown person,Injured/ill,Rendered assistance,EXCELLENT ,PART CLOUDY, MOD/CHOP,270,EXCELLENT ,PART CLOUDY, MOD/CHOP,270,Yes,-2.45395,49.47007,2024-05-02,11:09:00,5/2/2024 10:09:00 AM,-2.45395,49.47007
134316,LBI07811/2023,St Peter Port,Motorboat,2023,ATLANTIC 85,B-889,ILB,LEISURE,Motorboat,Machinery/equipment failure,Rendered assistance,GOOD ,PART CLOUDY, SMOOTH,90,GOOD ,PART CLOUDY, SMOOTH,90,Yes,-2.472,49.47,2023-09-04,22:02:00,9/4/2023 9:02:00 PM,-2.472,49.47
134317,LBI05973/2022,St Peter Port,Walker/runner,2022,SEVERN,ON1203,ALB,PEOPLE,Walker/runner,Injured/ill,Rendered assistance,GOOD ,CLEAR SKIES, SLIGHT,315,GOOD ,CLEAR SKIES, SLIGHT,315,Yes,-2.45383,49.46985,2022-08-04,12:09:00,8/4/2022 11:09:00 AM,-2.45383,49.46985
134318,LBI00964/2020,St Peter Port,Person in distress,2020,SEVERN,ON1237,ALB,PEOPLE,Person in distress,Person in distress,Rendered assistance,FAIR ,RAIN / HAIL, ROUGH,270,FAIR ,RAIN / HAIL, ROUGH,270,Yes,-2.45389,49.46932,2020-03-12,09:38:00,3/12/2020 9:38:00 AM,-2.45389,49.46932
134319,LBI00225/2022,St Peter Port,Motorboat,2022,ATLANTIC 85,B-889,ILB,PEOPLE,Motorboat,Machinery/equipment failure,Rendered assistance,GOOD ,CLEAR SKIES, SMOOTH,90,GOOD ,CLEAR SKIES, SMOOTH,90,Yes,-2.41783,49.46883,2022-01-17,15:00:00,1/17/2022 3:00:00 PM,-2.41783,49.46883
134320,LBI05764/2020,St Peter Port,Other,2020,SEVERN,ON1203,ALB,PEOPLE,Other,Injured/ill,Rendered assistance,EXCELLENT ,PART CLOUDY, SMOOTH,45,EXCELLENT ,PART CLOUDY, SMOOTH,45,Yes,-2.4525,49.46883,2020-08-15,21:52:00,8/15/2020 8:52:00 PM,-2.4525,49.46883
134321,LBI08069/2021,St Peter Port,Person in water,2021,SEVERN,ON1203,ALB,PEOPLE,Person in water,In water,Stood down,UNKNOWN,UNKNOWN,,,FAIR ,CLOUDY, ROUGH,315,No,-2.61411,49.46868,2021-10-05,18:07:00,10/5/2021 5:07:00 PM,-2.61411,49.46868
134322,LBI08071/2021,St Peter Port,Person in water,2021,ATLANTIC 85,B-889,ILB,PEOPLE,Person in water,In water,Stood down,UNKNOWN,UNKNOWN,,,FAIR ,CLOUDY, ROUGH,315,No,-2.61545,49.46867,2021-10-05,18:07:00,10/5/2021 5:07:00 PM,-2.61545,49.46867
134323,LBI04258/2022,St Peter Port,Kayak/canoe,2022,ATLANTIC 85,B-889,ILB,UNKNOWN,Kayak/canoe,Blown/swept out to sea,Rendered assistance,GOOD ,CLEAR SKIES, SMOOTH,45,GOOD ,CLEAR SKIES, SLIGHT,315,Yes,-2.39673,49.46808,2022-06-13,18:48:00,6/13/2022 5:48:00 PM,-2.39673,49.46808
134324,LBI02590/2022,St Peter Port,Motorboat,2022,ATLANTIC 85,B-889,ILB,UNKNOWN,Motorboat,Machinery/equipment failure,Rendered assistance,GOOD ,PART CLOUDY, SLIGHT,180,GOOD ,PART CLOUDY, SLIGHT,180,Yes,-2.45442,49.46737,2022-05-17,00:55:00,5/16/2022 11:55:00 PM,-2.45442,49.46737
134325,LBI02585/2022,St Peter Port,Motorboat,2022,SEVERN,ON1203,ALB,LEISURE,Motorboat,Machinery/equipment failure,Rendered assistance,GOOD ,PART CLOUDY, SLIGHT,180,GOOD ,PART CLOUDY, SLIGHT,180,Yes,-2.45637,49.46676,2022-05-17,00:50:00,5/16/2022 11:50:00 PM,-2.45637,49.46676
134326,LBI03500/2020,St Peter Port,Swimmer,2020,ATLANTIC 85,B-870,ILB,PEOPLE,Swimmer,Injured/ill,Others assisted casualty,GOOD ,CLEAR SKIES, MOD/CHOP,315,GOOD ,CLEAR SKIES, MOD/CHOP,315,Yes,-2.61005,49.46637,2020-07-06,19:30:00,7/6/2020 6:30:00 PM,-2.61005,49.46637
134327,LBI03506/2020,St Peter Port,Person in water,2020,SEVERN,ON1203,ALB,PEOPLE,Person in water,In water,Stood down,UNKNOWN,UNKNOWN,,,GOOD ,CLEAR SKIES, MOD/CHOP,315,No,-2.61005,49.46637,2020-07-06,19:48:00,7/6/2020 6:48:00 PM,-2.61005,49.46637
134328,LBI03146/2023,St Peter Port,Unknown person,2023,SEVERN,ON1203,ALB,PEOPLE,Unknown person,Injured/ill,Rendered assistance,FAIR ,CLEAR SKIES, MOD/CHOP,45,FAIR ,CLEAR SKIES, MOD/CHOP,45,Yes,-2.45378,49.46615,2023-06-02,23:55:00,6/2/2023 10:55:00 PM,-2.45378,49.46615
134329,LBI01065/2022,St Peter Port,Unknown person,2022,ATLANTIC 85,B-889,ILB,PEOPLE,Unknown person,Injured/ill,Rendered assistance,GOOD ,CLEAR SKIES, SMOOTH,315,GOOD ,CLEAR SKIES, SMOOTH,315,Yes,-2.45364,49.46607,2022-03-17,12:34:00,3/17/2022 12:34:00 PM,-2.45364,49.46607
134330,LBI08944/2021,St Peter Port,Unknown person,2021,ATLANTIC 85,B-889,ILB,PEOPLE,Unknown person,Injured/ill,Others assisted casualty,GOOD ,CLEAR SKIES, SMOOTH,315,GOOD ,CLEAR SKIES, SMOOTH,315,Yes,-2.45386,49.46607,2021-11-08,02:45:00,11/8/2021 2:45:00 AM,-2.45386,49.46607
134331,LBI03401/2022,St Peter Port,Unknown person,2022,SEVERN,ON1203,ALB,PEOPLE,Unknown person,Injured/ill,Rendered assistance,EXCELLENT ,CLEAR SKIES, SLIGHT,270,EXCELLENT ,CLEAR SKIES, SLIGHT,270,Yes,-2.45371,49.46604,2022-06-12,12:57:00,6/12/2022 11:57:00 AM,-2.45371,49.46604
134332,LBI09509/2020,St Peter Port,Other,2020,SEVERN,ON1203,ALB,PEOPLE,Other,Injured/ill,Rendered assistance,GOOD ,CLEAR SKIES, ROUGH,0,GOOD ,CLEAR SKIES, ROUGH,0,Yes,-2.45344,49.46573,2020-12-24,03:00:00,12/24/2020 3:00:00 AM,-2.45344,49.46573
134333,LBI07948/2021,St Peter Port,Angler from boat,2021,SEVERN,ON1203,ALB,COMMERCIAL,Angler from boat,Machinery/equipment failure,Rendered assistance,FAIR ,CLOUDY, MOD/CHOP,225,FAIR ,CLOUDY, MOD/CHOP,225,Yes,-2.45881,49.4654,2021-09-30,13:03:00,9/30/2021 12:03:00 PM,-2.45881,49.4654
134334,LBI07292/2024,St Peter Port,Motorboat,2024,SEVERN,ON1203,ALB,LEISURE,Motorboat,Collision,Rendered assistance,GOOD ,CLEAR SKIES, SMOOTH,225,GOOD ,CLEAR SKIES, SMOOTH,225,Yes,-2.4592,49.46473,2024-08-28,11:09:00,8/28/2024 10:09:00 AM,-2.4592,49.46473
134335,LBI02241/2024,St Peter Port,Sailing vessel,2024,SEVERN,ON1279,ALB,LEISURE,Sailing vessel,Machinery/equipment failure,Rendered assistance,GOOD ,PART CLOUDY, MOD/CHOP,270,GOOD ,PART CLOUDY, MOD/CHOP,270,Yes,-2.41283,49.4645,2024-05-02,12:07:00,5/2/2024 11:07:00 AM,-2.41283,49.4645
134336,LBI04813/2023,St Peter Port,Other,2023,ATLANTIC 85,B-889,ILB,PEOPLE,Other,Injured/ill,Rendered assistance,GOOD ,CLEAR SKIES, SMOOTH,45,GOOD ,CLEAR SKIES, SMOOTH,45,Yes,-2.51274,49.46263,2023-07-06,22:40:00,7/6/2023 9:40:00 PM,-2.51274,49.46263
134337,LBI07642/2024,St Peter Port,Other,2024,ATLANTIC 85,B-943,ILB,PEOPLE,Other,Injured/ill,Rendered assistance,GOOD ,PART CLOUDY, MOD/CHOP,315,GOOD ,PART CLOUDY, MOD/CHOP,315,Yes,-2.66583,49.46037,2024-09-04,15:52:00,9/4/2024 2:52:00 PM,-2.66583,49.46037
134338,LBI07644/2024,St Peter Port,Other,2024,SEVERN,ON1203,ALB,PEOPLE,Other,Injured/ill,Others assisted casualty,GOOD ,PART CLOUDY, MOD/CHOP,315,GOOD ,PART CLOUDY, MOD/CHOP,315,Yes,-2.66583,49.46037,2024-09-04,15:44:00,9/4/2024 2:44:00 PM,-2.66583,49.46037
134339,LBI02532/2024,St Peter Port,Commercial activity,2024,SEVERN,ON1279,ALB,COMMERCIAL,Commercial activity,Unknown craft,Rendered assistance,FAIR ,CLEAR SKIES, SLIGHT,45,FAIR ,CLEAR SKIES, SLIGHT,45,Yes,-2.51347,49.45919,2024-05-10,18:57:00,5/10/2024 5:57:00 PM,-2.51347,49.45919
134340,LBI08066/2022,St Peter Port,Walker/runner,2022,SEVERN,ON1203,ALB,PEOPLE,Walker/runner,In water,Rendered assistance,GOOD ,CLEAR SKIES, SLIGHT,270,GOOD ,CLEAR SKIES, SLIGHT,270,Yes,-2.663,49.458,2022-09-11,16:51:00,9/11/2022 3:51:00 PM,-2.663,49.458
134341,LBI08072/2022,St Peter Port,Walker/runner,2022,ATLANTIC 85,B-889,ILB,PEOPLE,Walker/runner,In water,Rendered assistance,GOOD ,CLEAR SKIES, SLIGHT,270,GOOD ,CLEAR SKIES, SLIGHT,270,Yes,-2.663,49.458,2022-09-11,16:51:00,9/11/2022 3:51:00 PM,-2.663,49.458
134342,LBI06694/2020,St Peter Port,Walker/runner,2020,ATLANTIC 85,B-870,ILB,PEOPLE,Walker/runner,Cut off by tide,Rendered assistance,GOOD ,CLEAR SKIES, CALM,0,GOOD ,CLEAR SKIES, CALM,0,Yes,-2.66134,49.45793,2020-09-01,16:50:00,9/1/2020 3:50:00 PM,-2.66134,49.45793
134343,LBI00758/2020,St Peter Port,Person in distress,2020,ATLANTIC 85,B-889,ILB,PEOPLE,Person in distress,Person in distress,False alarm,GOOD ,SQUALLY, SLIGHT,225,GOOD ,RAIN / HAIL, MOD/CHOP,225,Yes,-2.53097,49.456,2020-03-01,05:05:00,3/1/2020 5:05:00 AM,-2.53097,49.456
134344,LBI03985/2022,St Peter Port,Person in water,2022,SEVERN,ON1203,ALB,PEOPLE,Person in water,In water,Stood down,UNKNOWN,UNKNOWN,,,EXCELLENT ,PART CLOUDY, SLIGHT,270,No,-2.66197,49.45589,2022-06-26,12:59:00,6/26/2022 11:59:00 AM,-2.66197,49.45589
134345,LBI08598/2023,St Peter Port,Sailing vessel,2023,SEVERN,ON1203,ALB,LEISURE,Sailing vessel,Machinery/equipment failure,Rendered assistance,POOR ,RAIN / HAIL, MOD/CHOP,180,POOR ,RAIN / HAIL, MOD/CHOP,180,Yes,-2.50685,49.45578,2023-09-27,09:28:00,9/27/2023 8:28:00 AM,-2.50685,49.45578
134346,LBI03984/2022,St Peter Port,Person in water,2022,ATLANTIC 85,B-889,ILB,PEOPLE,Person in water,In water,Stood down,UNKNOWN,UNKNOWN,,,EXCELLENT ,PART CLOUDY, SLIGHT,270,No,-2.66157,49.45578,2022-06-26,12:59:00,6/26/2022 11:59:00 AM,-2.66157,49.45578
134347,LBI00958/2022,St Peter Port,Unknown person,2022,ATLANTIC 85,B-889,ILB,PEOPLE,Unknown person,Unknown person,Others assisted casualty,FAIR ,CLOUDY, MOD/CHOP,45,FAIR ,CLOUDY, MOD/CHOP,45,Yes,-2.53269,49.45536,2022-03-06,01:16:00,3/6/2022 1:16:00 AM,-2.53269,49.45536
134348,LBI03312/2020,St Peter Port,Motorboat,2020,SEVERN,ON1237,ALB,LEISURE,Motorboat,Machinery/equipment failure,Rendered assistance,GOOD ,PART CLOUDY, SLIGHT,225,GOOD ,PART CLOUDY, SLIGHT,225,Yes,-2.51368,49.45525,2020-06-26,14:24:00,6/26/2020 1:24:00 PM,-2.51368,49.45525
134349,LBI07977/2022,St Peter Port,Person in distress,2022,ATLANTIC 85,B-889,ILB,PEOPLE,Person in distress,Person in distress,Rendered assistance,GOOD ,CLEAR SKIES, MOD/CHOP,270,GOOD ,CLEAR SKIES, MOD/CHOP,270,Yes,-2.52392,49.45501,2022-09-09,12:31:00,9/9/2022 11:31:00 AM,-2.52392,49.45501
134350,LBI06758/2020,St Peter Port,Kayak/canoe,2020,ATLANTIC 85,B-870,ILB,PEOPLE,Kayak/canoe,Unknown person,Others assisted casualty,GOOD ,CLEAR SKIES, MOD/CHOP,315,GOOD ,CLEAR SKIES, MOD/CHOP,315,Yes,-2.653,49.4546,2020-09-05,11:42:00,9/5/2020 10:42:00 AM,-2.653,49.4546
134351,LBI06753/2020,St Peter Port,Kayak/canoe,2020,SEVERN,ON1203,ALB,LEISURE,Kayak/canoe,Unknown person,Others assisted casualty,GOOD ,CLEAR SKIES, MOD/CHOP,315,GOOD ,CLEAR SKIES, MOD/CHOP,315,Yes,-2.65304,49.45428,2020-09-05,11:42:00,9/5/2020 10:42:00 AM,-2.65304,49.45428
134352,LBI07432/2023,St Peter Port,Walker/runner,2023,ATLANTIC 85,B-889,ILB,PEOPLE,Walker/runner,Cut off by tide,Rendered assistance,GOOD ,CLEAR SKIES, SMOOTH,315,GOOD ,CLEAR SKIES, SMOOTH,315,Yes,-2.64917,49.45417,2023-09-01,18:43:00,9/1/2023 5:43:00 PM,-2.64917,49.45417
134353,LBI04979/2021,St Peter Port,Person in water,2021,ATLANTIC 85,B-889,ILB,PEOPLE,Person in water,In water,Others assisted casualty,POOR ,RAIN / HAIL, MOD/CHOP,180,POOR ,RAIN / HAIL, MOD/CHOP,180,Yes,-2.52885,49.45303,2021-02-19,13:33:00,2/19/2021 1:33:00 PM,-2.52885,49.45303
134354,LBI00506/2020,St Peter Port,Person in distress,2020,ATLANTIC 85,B-889,ILB,PEOPLE,Person in distress,Person in distress,Rendered assistance,FAIR ,CLOUDY, ROUGH,225,FAIR ,CLOUDY, ROUGH,225,Yes,-2.52988,49.45297,2020-02-09,09:42:00,2/9/2020 9:42:00 AM,-2.52988,49.45297
134355,LBI00504/2020,St Peter Port,Person in distress,2020,SEVERN,ON1237,ALB,PEOPLE,Person in distress,Person in distress,Rendered assistance,FAIR ,CLOUDY, ROUGH,225,FAIR ,CLOUDY, ROUGH,225,Yes,-2.52981,49.45296,2020-02-09,09:42:00,2/9/2020 9:42:00 AM,-2.52981,49.45296
134356,LBI00401/2024,St Peter Port,Sailing vessel,2024,SEVERN,ON1203,ALB,LEISURE,Sailing vessel,Unsure of position/lost,Rendered assistance,FAIR ,RAIN / HAIL, ROUGH,225,FAIR ,RAIN / HAIL, ROUGH,225,Yes,-2.34083,49.45253,2024-01-29,20:48:00,1/29/2024 8:48:00 PM,-2.34083,49.45253
134357,LBI02684/2021,St Peter Port,Unknown Craft,2021,SEVERN,ON1203,ALB,PEOPLE,Unknown Craft,Unknown craft,Rendered assistance,GOOD ,PART CLOUDY, SLIGHT,45,GOOD ,PART CLOUDY, SLIGHT,45,Yes,-2.4965,49.45047,2021-05-29,23:42:00,5/29/2021 10:42:00 PM,-2.4965,49.45047
134358,LBI08400/2021,St Peter Port,False alarm,2021,ATLANTIC 85,B-889,ILB,PEOPLE,False alarm,False alarm,False alarm,GOOD ,CLEAR SKIES, SMOOTH,135,GOOD ,CLEAR SKIES, SMOOTH,135,Yes,-2.53441,49.45016,2021-10-16,09:00:00,10/16/2021 8:00:00 AM,-2.53441,49.45016
134360,LBI06960/2021,St Peter Port,Scuba diver,2021,SEVERN,ON1203,ALB,LEISURE,Scuba diver,In water,Rendered assistance,POOR ,FOG, CALM,,POOR ,FOG, CALM,NULL,Yes,-2.25887,49.44792,2021-09-05,11:54:00,9/5/2021 10:54:00 AM,-2.25887,49.44792
134361,LBI01647/2020,St Peter Port,Unknown person,2020,ATLANTIC 85,B-870,ILB,PEOPLE,Unknown person,Unknown person,Others assisted casualty,GOOD ,CLEAR SKIES, SLIGHT,45,GOOD ,CLEAR SKIES, SLIGHT,45,Yes,-2.52955,49.44772,2020-05-12,23:34:00,5/12/2020 10:34:00 PM,-2.52955,49.44772
134362,LBI01642/2020,St Peter Port,Person in distress,2020,SEVERN,ON1237,ALB,PEOPLE,Person in distress,Person in distress,Others assisted casualty,GOOD ,CLEAR SKIES, SLIGHT,45,GOOD ,CLEAR SKIES, SLIGHT,45,Yes,-2.52965,49.44771,2020-05-12,23:34:00,5/12/2020 10:34:00 PM,-2.52965,49.44771
134363,LBI10155/2023,St Peter Port,Person in distress,2023,SEVERN,ON1203,ALB,PEOPLE,Person in distress,Person in distress,Others assisted casualty,FAIR ,RAIN / HAIL, MOD/CHOP,180,FAIR ,RAIN / HAIL, MOD/CHOP,180,Yes,-2.52943,49.44588,2023-12-02,21:54:00,12/2/2023 9:54:00 PM,-2.52943,49.44588
134364,LBI07844/2021,St Peter Port,Person in water,2021,ATLANTIC 85,B-889,ILB,PEOPLE,Person in water,In water,Rendered assistance,FAIR ,PART CLOUDY, MOD/CHOP,225,FAIR ,PART CLOUDY, MOD/CHOP,225,Yes,-2.52934,49.44586,2021-09-27,22:23:00,9/27/2021 9:23:00 PM,-2.52934,49.44586
134365,LBI07843/2021,St Peter Port,Other,2021,SEVERN,ON1203,ALB,PEOPLE,Other,Other,Rendered assistance,FAIR ,PART CLOUDY, MOD/CHOP,225,FAIR ,PART CLOUDY, MOD/CHOP,225,Yes,-2.52926,49.44581,2021-09-27,22:23:00,9/27/2021 9:23:00 PM,-2.52926,49.44581
134366,LBI02103/2021,St Peter Port,Person in distress,2021,ATLANTIC 85,B-889,ILB,PEOPLE,Person in distress,Person in distress,Rendered assistance,GOOD ,CLEAR SKIES, CALM,0,GOOD ,CLEAR SKIES, CALM,0,Yes,-2.52984,49.44577,2021-04-29,19:32:00,4/29/2021 6:32:00 PM,-2.52984,49.44577
134367,LBI02102/2021,St Peter Port,Person in distress,2021,SEVERN,ON1203,ALB,PEOPLE,Person in distress,Person in distress,Rendered assistance,GOOD ,CLEAR SKIES, CALM,0,GOOD ,CLEAR SKIES, CALM,0,Yes,-2.52986,49.44567,2021-04-29,19:32:00,4/29/2021 6:32:00 PM,-2.52986,49.44567
134368,LBI05175/2021,St Peter Port,Sailing vessel,2021,SEVERN,ON1203,ALB,LEISURE,Sailing vessel,Machinery/equipment failure,Rendered assistance,POOR ,CLOUDY, MOD/CHOP,270,POOR ,CLOUDY, MOD/CHOP,270,Yes,-2.40567,49.4445,2021-07-26,20:58:00,7/26/2021 7:58:00 PM,-2.40567,49.4445
134369,LBI00988/2022,St Peter Port,Walker/runner,2022,ATLANTIC 85,B-889,ILB,PEOPLE,Walker/runner,Unknown person,Rendered assistance,GOOD ,PART CLOUDY, MOD/CHOP,180,GOOD ,PART CLOUDY, MOD/CHOP,180,Yes,-2.53317,49.44303,2022-03-13,10:12:00,3/13/2022 10:12:00 AM,-2.53317,49.44303
134370,LBI02137/2023,St Peter Port,Walker/runner,2023,ATLANTIC 85,B-889,ILB,PEOPLE,Walker/runner,Cut off by tide,Rendered assistance,GOOD ,CLEAR SKIES, SMOOTH,270,GOOD ,CLEAR SKIES, SMOOTH,270,Yes,-2.5333,49.44236,2023-05-06,17:09:00,5/6/2023 4:09:00 PM,-2.5333,49.44236
134372,LBI06962/2021,St Peter Port,Person in distress,2021,SEVERN,ON1203,ALB,PEOPLE,Person in distress,Person in distress,Others assisted casualty,POOR ,FOG, CALM,,POOR ,FOG, CALM,NULL,Yes,-2.67161,49.43737,2021-09-05,13:05:00,9/5/2021 12:05:00 PM,-2.67161,49.43737
134373,LBI07003/2020,St Peter Port,Person ashore,2020,ATLANTIC 85,B-870,ILB,PEOPLE,Person ashore,On shore,Others assisted casualty,GOOD ,CLEAR SKIES, SLIGHT,270,GOOD ,CLEAR SKIES, SLIGHT,270,Yes,-2.5268,49.43655,2020-09-09,21:21:00,9/9/2020 8:21:00 PM,-2.5268,49.43655
134374,LBI07000/2020,St Peter Port,Person ashore,2020,SEVERN,ON1203,ALB,PEOPLE,Person ashore,On shore,Others assisted casualty,GOOD ,CLEAR SKIES, SLIGHT,270,GOOD ,CLEAR SKIES, SLIGHT,270,Yes,-2.52899,49.436,2020-09-09,21:21:00,9/9/2020 8:21:00 PM,-2.52899,49.436
134375,LBI04182/2020,St Peter Port,Other,2020,SEVERN,ON1203,ALB,PEOPLE,Other,Other,Stood down,GOOD ,CLEAR SKIES, SMOOTH,315,GOOD ,CLEAR SKIES, SMOOTH,315,Yes,-2.54997,49.43515,2020-07-23,12:04:00,7/23/2020 11:04:00 AM,-2.54997,49.43515
134376,LBI04187/2020,St Peter Port,Other,2020,ATLANTIC 85,B-870,ILB,PEOPLE,Other,Other,Stood down,GOOD ,CLEAR SKIES, SMOOTH,315,GOOD ,CLEAR SKIES, SMOOTH,315,Yes,-2.54997,49.43515,2020-07-23,12:04:00,7/23/2020 11:04:00 AM,-2.54997,49.43515
134377,LBI05621/2023,St Peter Port,Other,2023,ATLANTIC 85,B-889,ILB,PEOPLE,Other,Other,Others assisted casualty,GOOD ,CLEAR SKIES, SMOOTH,270,GOOD ,CLEAR SKIES, SMOOTH,270,Yes,-2.53491,49.43469,2023-07-25,17:50:00,7/25/2023 4:50:00 PM,-2.53491,49.43469
134378,LBI03742/2020,St Peter Port,Unknown person,2020,SEVERN,ON1203,ALB,PEOPLE,Unknown person,Unknown person,Rendered assistance,GOOD ,CLEAR SKIES, SLIGHT,45,GOOD ,CLEAR SKIES, SLIGHT,45,Yes,-2.3428,49.43268,2020-07-11,01:03:00,7/11/2020 12:03:00 AM,-2.3428,49.43268
