ObjectID,ROS Number,Lifeboat Station,AIC,Year,Lifeboat Class,Lifeboat Number,RoS Type,Casualty Category,Casualty Type,Reason for launch,Outcome,Visibility at incident,Weather at incident,Sea conditions at incident,Wind direction at incident,Visibility at launch,Weather at launch,Sea conditions at launch,Wind direction at launch,Arrived on scene?,x,y,Date of launch,Time of launch,Date time of launch,x2,y2
134379,LBI01331/2023,St Peter Port,Unknown person,2023,SEVERN,ON1203,ALB,PEOPLE,Unknown person,Injured/ill,Rendered assistance,FAIR ,RAIN / HAIL, SLIGHT,180,FAIR ,RAIN / HAIL, SLIGHT,180,Yes,-2.343,49.43267,2023-03-29,08:20:00,3/29/2023 7:20:00 AM,-2.343,49.43267
134380,LBI02437/2024,St Peter Port,Unknown person,2024,SEVERN,ON1279,ALB,PEOPLE,Unknown person,Injured/ill,Rendered assistance,FAIR ,CLEAR SKIES, SMOOTH,90,FAIR ,CLEAR SKIES, SMOOTH,90,Yes,-2.34278,49.43262,2024-05-08,09:58:00,5/8/2024 8:58:00 AM,-2.34278,49.43262
134381,LBI05468/2023,St Peter Port,Unknown person,2023,SEVERN,ON1203,ALB,PEOPLE,Unknown person,Injured/ill,Rendered assistance,GOOD ,OVERCAST, MOD/CHOP,225,GOOD ,OVERCAST, MOD/CHOP,225,Yes,-2.34279,49.43261,2023-07-23,11:01:00,7/23/2023 10:01:00 AM,-2.34279,49.43261
134382,LBI09178/2021,St Peter Port,Other,2021,SEVERN,ON1203,ALB,PEOPLE,Other,Injured/ill,Rendered assistance,GOOD ,OVERCAST, SMOOTH,45,GOOD ,OVERCAST, SMOOTH,45,Yes,-2.34305,49.43261,2021-11-15,14:42:00,11/15/2021 2:42:00 PM,-2.34305,49.43261
134383,LBI00760/2023,St Peter Port,Unknown person,2023,SEVERN,ON1203,ALB,PEOPLE,Unknown person,Injured/ill,Rendered assistance,FAIR ,SQUALLY, MOD/CHOP,225,FAIR ,SQUALLY, MOD/CHOP,225,Yes,-2.343,49.4326,2023-02-02,09:43:00,2/2/2023 9:43:00 AM,-2.343,49.4326
134384,LBI00237/2020,St Peter Port,Unknown person,2020,SEVERN,ON1237,ALB,PEOPLE,Unknown person,Unknown person,Rendered assistance,GOOD ,CLEAR SKIES, SMOOTH,45,GOOD ,CLEAR SKIES, SMOOTH,45,Yes,-2.34304,49.4326,2020-01-19,15:03:00,1/19/2020 3:03:00 PM,-2.34304,49.4326
134385,LBI02156/2024,St Peter Port,Unknown person,2024,SEVERN,ON1279,ALB,PEOPLE,Unknown person,Unknown person,Rendered assistance,FAIR ,RAIN / HAIL, SLIGHT,270,FAIR ,RAIN / HAIL, SLIGHT,270,Yes,-2.34276,49.43259,2024-04-28,06:20:00,4/28/2024 5:20:00 AM,-2.34276,49.43259
134386,LBI06576/2022,St Peter Port,Unknown person,2022,SEVERN,ON1203,ALB,PEOPLE,Unknown person,Unknown person,Rendered assistance,FAIR ,CLOUDY, MOD/CHOP,225,FAIR ,CLOUDY, MOD/CHOP,225,Yes,-2.34299,49.43259,2022-08-14,16:06:00,8/14/2022 3:06:00 PM,-2.34299,49.43259
134387,LBI00240/2020,St Peter Port,Other,2020,SEVERN,ON1237,ALB,PEOPLE,Other,Injured/ill,Rendered assistance,GOOD ,PART CLOUDY, SMOOTH,0,GOOD ,SQUALLY, MOD/CHOP,225,Yes,-2.343,49.43259,2020-01-11,11:56:00,1/11/2020 11:56:00 AM,-2.343,49.43259
134388,LBI04270/2023,St Peter Port,Waterside activity,2023,SEVERN,ON1203,ALB,PEOPLE,Waterside activity,Fell/jumped from height,Rendered assistance,EXCELLENT ,CLEAR SKIES, MOD/CHOP,270,EXCELLENT ,CLEAR SKIES, MOD/CHOP,270,Yes,-2.34284,49.43258,2023-06-25,09:20:00,6/25/2023 8:20:00 AM,-2.34284,49.43258
134389,LBI01219/2023,St Peter Port,Unknown person,2023,SEVERN,ON1203,ALB,PEOPLE,Unknown person,Injured/ill,Rendered assistance,FAIR ,RAIN / HAIL, MOD/CHOP,180,FAIR ,RAIN / HAIL, MOD/CHOP,180,Yes,-2.34296,49.43258,2023-03-27,22:25:00,3/27/2023 9:25:00 PM,-2.34296,49.43258
134390,LBI07753/2020,St Peter Port,Unknown person,2020,SEVERN,ON1203,ALB,PEOPLE,Unknown person,Injured/ill,Rendered assistance,EXCELLENT ,PART CLOUDY, SLIGHT,270,EXCELLENT ,PART CLOUDY, SLIGHT,270,Yes,-2.343,49.43258,2020-09-29,13:05:00,9/29/2020 12:05:00 PM,-2.343,49.43258
134391,LBI07838/2023,St Peter Port,Unknown person,2023,SEVERN,ON1203,ALB,PEOPLE,Unknown person,Injured/ill,Rendered assistance,GOOD ,CLEAR SKIES, SMOOTH,135,GOOD ,CLEAR SKIES, SMOOTH,135,Yes,-2.34278,49.43255,2023-09-09,13:06:00,9/9/2023 12:06:00 PM,-2.34278,49.43255
134392,LBI04032/2023,St Peter Port,Unknown person,2023,SEVERN,ON1203,ALB,PEOPLE,Unknown person,Injured/ill,Rendered assistance,GOOD ,CLEAR SKIES, SLIGHT,270,GOOD ,CLEAR SKIES, SLIGHT,270,Yes,-2.34275,49.43252,2023-06-20,18:40:00,6/20/2023 5:40:00 PM,-2.34275,49.43252
134393,LBI04437/2023,St Peter Port,Unknown person,2023,SEVERN,ON1203,ALB,PEOPLE,Unknown person,Injured/ill,Rendered assistance,FAIR ,PART CLOUDY, SLIGHT,225,FAIR ,PART CLOUDY, SLIGHT,225,Yes,-2.34275,49.43252,2023-06-28,20:39:00,6/28/2023 7:39:00 PM,-2.34275,49.43252
134394,LBI02202/2021,St Peter Port,Walker/runner,2021,SEVERN,ON1203,ALB,PEOPLE,Walker/runner,Injured/ill,Rendered assistance,GOOD ,OVERCAST, MOD/CHOP,180,GOOD ,OVERCAST, MOD/CHOP,180,Yes,-2.34313,49.43252,2021-05-08,15:09:00,5/8/2021 2:09:00 PM,-2.34313,49.43252
134395,LBI08895/2023,St Peter Port,Sailing vessel,2023,SEVERN,ON1203,ALB,LEISURE,Sailing vessel,Machinery/equipment failure,Rendered assistance,GOOD ,CLEAR SKIES, CALM,,GOOD ,CLEAR SKIES, CALM,NULL,Yes,-2.52704,49.43252,2023-10-08,19:49:00,10/8/2023 6:49:00 PM,-2.52704,49.43252
134396,LBI03956/2023,St Peter Port,Unknown person,2023,SEVERN,ON1203,ALB,PEOPLE,Unknown person,Injured/ill,Rendered assistance,POOR ,FOG, SLIGHT,180,POOR ,FOG, SLIGHT,180,Yes,-2.34274,49.43251,2023-06-19,00:30:00,6/18/2023 11:30:00 PM,-2.34274,49.43251
134397,LBI03634/2023,St Peter Port,Unknown person,2023,SEVERN,ON1203,ALB,PEOPLE,Unknown person,Injured/ill,Rendered assistance,POOR ,FOG, SMOOTH,315,POOR ,FOG, SMOOTH,315,Yes,-2.34274,49.43248,2023-06-12,11:48:00,6/12/2023 10:48:00 AM,-2.34274,49.43248
134398,LBI05489/2023,St Peter Port,Unknown person,2023,SEVERN,ON1203,ALB,PEOPLE,Unknown person,Injured/ill,Rendered assistance,GOOD ,PART CLOUDY, SLIGHT,225,GOOD ,PART CLOUDY, SLIGHT,225,Yes,-2.34273,49.43246,2023-07-23,15:07:00,7/23/2023 2:07:00 PM,-2.34273,49.43246
134399,LBI00613/2024,St Peter Port,Unknown person,2024,SEVERN,ON1203,ALB,PEOPLE,Unknown person,Injured/ill,Rendered assistance,FAIR ,RAIN / HAIL, MOD/CHOP,225,FAIR ,RAIN / HAIL, MOD/CHOP,225,Yes,-2.34277,49.43244,2024-02-11,21:49:00,2/11/2024 9:49:00 PM,-2.34277,49.43244
134400,LBI00070/2021,St Peter Port,Other,2021,ATLANTIC 85,B-889,ILB,PEOPLE,Other,Other,Rendered assistance,FAIR ,RAIN / HAIL, CALM,45,FAIR ,RAIN / HAIL, CALM,45,Yes,-2.53353,49.43241,2021-01-07,05:49:00,1/7/2021 5:49:00 AM,-2.53353,49.43241
134401,LBI00758/2023,St Peter Port,Unknown person,2023,SEVERN,ON1203,ALB,PEOPLE,Unknown person,Injured/ill,Rendered assistance,GOOD ,PART CLOUDY, SLIGHT,0,GOOD ,PART CLOUDY, SLIGHT,0,Yes,-2.343,49.43239,2023-02-24,15:07:00,2/24/2023 3:07:00 PM,-2.343,49.43239
134402,LBI00069/2021,St Peter Port,Other,2021,SEVERN,ON1203,ALB,PEOPLE,Other,Other,Rendered assistance,FAIR ,RAIN / HAIL, CALM,45,FAIR ,RAIN / HAIL, CALM,45,Yes,-2.53366,49.4323,2021-01-07,05:49:00,1/7/2021 5:49:00 AM,-2.53366,49.4323
134404,LBI01274/2020,St Peter Port,Unknown person,2020,SEVERN,ON1237,ALB,PEOPLE,Unknown person,Injured/ill,Rendered assistance,FAIR ,CLEAR SKIES, ROUGH,45,FAIR ,CLEAR SKIES, ROUGH,45,Yes,-2.34406,49.43184,2020-04-14,00:42:00,4/13/2020 11:42:00 PM,-2.34406,49.43184
134405,LBI02916/2023,St Peter Port,Unknown person,2023,SEVERN,ON1203,ALB,PEOPLE,Unknown person,Injured/ill,Rendered assistance,GOOD ,PART CLOUDY, SMOOTH,45,GOOD ,PART CLOUDY, SMOOTH,45,Yes,-2.34224,49.43165,2023-05-19,21:51:00,5/19/2023 8:51:00 PM,-2.34224,49.43165
134406,LBI01819/2023,St Peter Port,Unknown person,2023,SEVERN,ON1203,ALB,PEOPLE,Unknown person,Injured/ill,Rendered assistance,GOOD ,PART CLOUDY, SLIGHT,135,GOOD ,PART CLOUDY, SLIGHT,135,Yes,-2.33333,49.43,2023-04-09,12:01:00,4/9/2023 11:01:00 AM,-2.33333,49.43
134408,LBI04948/2023,St Peter Port,Unknown person,2023,SEVERN,ON1203,ALB,PEOPLE,Unknown person,Injured/ill,Rendered assistance,EXCELLENT ,PART CLOUDY, SLIGHT,180,EXCELLENT ,PART CLOUDY, SLIGHT,180,Yes,-2.3446,49.42802,2023-07-10,18:09:00,7/10/2023 5:09:00 PM,-2.3446,49.42802
134409,LBI07659/2022,St Peter Port,Waterside activity,2022,ATLANTIC 85,B-889,ILB,PEOPLE,Waterside activity,Missing/overdue,Others assisted casualty,GOOD ,PART CLOUDY, SMOOTH,225,GOOD ,PART CLOUDY, SMOOTH,225,Yes,-2.54652,49.42716,2022-09-02,17:19:00,9/2/2022 4:19:00 PM,-2.54652,49.42716
134410,LBI07670/2022,St Peter Port,Waterside activity,2022,SEVERN,ON1203,ALB,PEOPLE,Waterside activity,Missing/overdue,Others assisted casualty,GOOD ,PART CLOUDY, SMOOTH,225,GOOD ,PART CLOUDY, SMOOTH,315,No,-2.54668,49.42691,2022-09-02,17:43:00,9/2/2022 4:43:00 PM,-2.54668,49.42691
134411,LBI09289/2022,St Peter Port,Climber,2022,SEVERN,ON1203,ALB,PEOPLE,Climber,Trapped/stuck,Rendered assistance,GOOD ,PART CLOUDY, MOD/CHOP,225,GOOD ,PART CLOUDY, MOD/CHOP,225,Yes,-2.54317,49.42617,2022-10-26,15:58:00,10/26/2022 2:58:00 PM,-2.54317,49.42617
134412,LBI01185/2024,St Peter Port,Person in distress,2024,ATLANTIC 85,B-889,ILB,PEOPLE,Person in distress,Person in distress,Rendered assistance,FAIR ,PART CLOUDY, MOD/CHOP,180,FAIR ,PART CLOUDY, MOD/CHOP,180,Yes,-2.53818,49.4259,2024-03-14,15:37:00,3/14/2024 3:37:00 PM,-2.53818,49.4259
134413,LBI01184/2024,St Peter Port,Person in distress,2024,SEVERN,ON1279,ALB,PEOPLE,Person in distress,Person in distress,Rendered assistance,FAIR ,PART CLOUDY, MOD/CHOP,180,FAIR ,PART CLOUDY, MOD/CHOP,180,Yes,-2.53823,49.42587,2024-03-14,15:44:00,3/14/2024 3:44:00 PM,-2.53823,49.42587
134414,LBI07236/2021,St Peter Port,Climber,2021,SEVERN,ON1203,ALB,PEOPLE,Climber,Fell/jumped from height,Rendered assistance,GOOD ,PART CLOUDY, SMOOTH,270,GOOD ,PART CLOUDY, SMOOTH,270,Yes,-2.57034,49.42414,2021-09-11,17:11:00,9/11/2021 4:11:00 PM,-2.57034,49.42414
134415,LBI07381/2021,St Peter Port,Climber,2021,ATLANTIC 85,B-889,ILB,PEOPLE,Climber,Fell/jumped from height,Rendered assistance,GOOD ,PART CLOUDY, SMOOTH,270,GOOD ,PART CLOUDY, SLIGHT,270,Yes,-2.57097,49.4237,2021-09-11,17:11:00,9/11/2021 4:11:00 PM,-2.57097,49.4237
134416,LBI09025/2020,St Peter Port,Unknown person,2020,ATLANTIC 85,B-870,ILB,PEOPLE,Unknown person,Missing/overdue,Unsuccessful search,GOOD ,PART CLOUDY, SLIGHT,45,FAIR ,PART CLOUDY, SLIGHT,45,Yes,-2.58036,49.4237,2020-11-26,01:25:00,11/26/2020 1:25:00 AM,-2.58036,49.4237
134417,LBI03288/2023,St Peter Port,Animal (dog),2023,ATLANTIC 85,B-889,ILB,PEOPLE,Animal (dog),Other,Rendered assistance,FAIR ,CLEAR SKIES, MOD/CHOP,45,FAIR ,CLEAR SKIES, MOD/CHOP,45,Yes,-2.56646,49.42323,2023-06-05,11:19:00,6/5/2023 10:19:00 AM,-2.56646,49.42323
134418,LBI09024/2020,St Peter Port,Unknown person,2020,SEVERN,ON1203,ALB,PEOPLE,Unknown person,Missing/overdue,Unsuccessful search,GOOD ,PART CLOUDY, SLIGHT,45,GOOD ,PART CLOUDY, SLIGHT,45,Yes,-2.58014,49.42317,2020-11-26,01:25:00,11/26/2020 1:25:00 AM,-2.58014,49.42317
134419,LBI01177/2022,St Peter Port,Motorboat,2022,SEVERN,ON1203,ALB,UNKNOWN,Motorboat,Unknown person,Stood down,FAIR ,CLEAR SKIES, MOD/CHOP,90,GOOD ,CLEAR SKIES, SLIGHT,90,No,-2.53087,49.42313,2022-03-20,20:07:00,3/20/2022 8:07:00 PM,-2.53087,49.42313
134420,LBI01174/2022,St Peter Port,Person in distress,2022,ATLANTIC 85,B-889,ILB,PEOPLE,Person in distress,Person in distress,Others assisted casualty,GOOD ,CLEAR SKIES, SLIGHT,90,GOOD ,CLEAR SKIES, SLIGHT,90,Yes,-2.53098,49.42311,2022-03-20,19:54:00,3/20/2022 7:54:00 PM,-2.53098,49.42311
134421,LBI07347/2021,St Peter Port,Unknown person,2021,SEVERN,ON1203,ALB,PEOPLE,Unknown person,Injured/ill,Rendered assistance,GOOD ,PART CLOUDY, SMOOTH,90,GOOD ,PART CLOUDY, SMOOTH,90,Yes,-2.35785,49.42303,2021-09-13,17:22:00,9/13/2021 4:22:00 PM,-2.35785,49.42303
134422,LBI03266/2023,St Peter Port,Animal (dog),2023,ATLANTIC 85,B-889,ILB,PEOPLE,Animal (dog),Other,Unsuccessful search,EXCELLENT ,PART CLOUDY, MOD/CHOP,45,EXCELLENT ,PART CLOUDY, MOD/CHOP,45,Yes,-2.56783,49.42283,2023-06-04,20:22:00,6/4/2023 7:22:00 PM,-2.56783,49.42283
134423,LBI05831/2021,St Peter Port,Motorboat,2021,SEVERN,ON1203,ALB,LEISURE,Motorboat,Injured/ill,Rendered assistance,FAIR ,RAIN / HAIL, ROUGH,270,FAIR ,RAIN / HAIL, ROUGH,270,Yes,-2.91742,49.42257,2021-08-08,23:41:00,8/8/2021 10:41:00 PM,-2.91742,49.42257
134424,LBI02811/2020,St Peter Port,Unknown person,2020,ATLANTIC 85,B-870,ILB,PEOPLE,Unknown person,Fell/jumped from height,Rendered assistance,GOOD ,CLEAR SKIES, SMOOTH,315,GOOD ,CLEAR SKIES, SMOOTH,315,Yes,-2.555,49.42167,2020-06-20,17:10:00,6/20/2020 4:10:00 PM,-2.555,49.42167
134425,LBI02821/2020,St Peter Port,Person in water,2020,SEVERN,ON1237,ALB,PEOPLE,Person in water,In water,Others assisted casualty,UNKNOWN,UNKNOWN,,,GOOD ,CLEAR SKIES, SMOOTH,315,No,-2.555,49.42167,2020-06-20,17:10:00,6/20/2020 4:10:00 PM,-2.555,49.42167
134426,LBI05054/2022,St Peter Port,Person ashore,2022,ATLANTIC 85,B-889,ILB,PEOPLE,Person ashore,On shore,Others assisted casualty,EXCELLENT ,CLEAR SKIES, SMOOTH,90,EXCELLENT ,CLEAR SKIES, SLIGHT,90,Yes,-2.52797,49.42155,2022-07-18,15:12:00,7/18/2022 2:12:00 PM,-2.52797,49.42155
134427,LBI05042/2022,St Peter Port,Person ashore,2022,SEVERN,ON1203,ALB,PEOPLE,Person ashore,On shore,Others assisted casualty,EXCELLENT ,CLEAR SKIES, SMOOTH,90,EXCELLENT ,CLEAR SKIES, SMOOTH,90,Yes,-2.52806,49.42153,2022-07-18,15:09:00,7/18/2022 2:09:00 PM,-2.52806,49.42153
134428,LBI01226/2024,St Peter Port,Motorboat,2024,SEVERN,ON1279,ALB,LEISURE,Motorboat,Machinery/equipment failure,Rendered assistance,FAIR ,OVERCAST, MOD/CHOP,225,FAIR ,OVERCAST, MOD/CHOP,225,Yes,-2.38733,49.42133,2024-03-17,15:50:00,3/17/2024 3:50:00 PM,-2.38733,49.42133
134429,LBI00064/2022,St Peter Port,Motorboat,2022,ATLANTIC 85,B-889,ILB,LEISURE,Motorboat,Machinery/equipment failure,Rendered assistance,GOOD ,CLOUDY, SLIGHT,315,GOOD ,CLOUDY, SLIGHT,315,Yes,-2.44548,49.42098,2022-01-05,17:53:00,1/5/2022 5:53:00 PM,-2.44548,49.42098
134430,LBI04973/2021,St Peter Port,Person ashore,2021,ATLANTIC 85,B-889,ILB,PEOPLE,Person ashore,On shore,Stood down,UNKNOWN,UNKNOWN,,,FAIR ,PART CLOUDY, MOD/CHOP,45,No,-2.56685,49.42094,2021-07-23,14:08:00,7/23/2021 1:08:00 PM,-2.56685,49.42094
134431,LBI06029/2021,St Peter Port,Kayak/canoe,2021,SEVERN,ON1203,ALB,LEISURE,Kayak/canoe,Man overboard,Rendered assistance,FAIR ,CLEAR SKIES, SLIGHT,180,FAIR ,CLEAR SKIES, SLIGHT,180,Yes,-2.5817,49.42086,2021-08-14,11:53:00,8/14/2021 10:53:00 AM,-2.5817,49.42086
134432,LBI06036/2021,St Peter Port,Kayak/canoe,2021,ATLANTIC 85,B-889,ILB,LEISURE,Kayak/canoe,Man overboard,Rendered assistance,FAIR ,CLEAR SKIES, SLIGHT,180,FAIR ,CLEAR SKIES, SLIGHT,180,Yes,-2.58161,49.4208,2021-08-14,11:53:00,8/14/2021 10:53:00 AM,-2.58161,49.4208
134433,LBI07381/2022,St Peter Port,Climber,2022,ATLANTIC 85,B-889,ILB,PEOPLE,Climber,Cut off by tide,Rendered assistance,GOOD ,PART CLOUDY, SLIGHT,45,GOOD ,PART CLOUDY, SLIGHT,45,Yes,-2.5405,49.4205,2022-08-28,19:01:00,8/28/2022 6:01:00 PM,-2.5405,49.4205
134434,LBI01738/2020,St Peter Port,Person in distress,2020,SEVERN,ON1237,ALB,PEOPLE,Person in distress,Person in distress,Rendered assistance,GOOD ,CLEAR SKIES, SLIGHT,315,GOOD ,CLEAR SKIES, SLIGHT,315,Yes,-2.53563,49.42009,2020-05-19,14:30:00,5/19/2020 1:30:00 PM,-2.53563,49.42009
134435,LBI01743/2020,St Peter Port,Person in distress,2020,ATLANTIC 85,B-870,ILB,PEOPLE,Person in distress,Person in distress,Rendered assistance,GOOD ,CLEAR SKIES, SLIGHT,315,GOOD ,CLEAR SKIES, SLIGHT,315,Yes,-2.53566,49.42004,2020-05-19,14:24:00,5/19/2020 1:24:00 PM,-2.53566,49.42004
134436,LBI08123/2021,St Peter Port,Swimmer,2021,SEVERN,ON1203,ALB,LEISURE,Swimmer,Injured/ill,Rendered assistance,FAIR ,OVERCAST, SLIGHT,45,FAIR ,OVERCAST, SLIGHT,45,Yes,-2.40333,49.42,2021-10-07,17:58:00,10/7/2021 4:58:00 PM,-2.40333,49.42
134437,LBI05239/2020,St Peter Port,Climber,2020,SEVERN,ON1203,ALB,PEOPLE,Climber,Fell/jumped from height,Rendered assistance,FAIR ,PART CLOUDY, SLIGHT,0,FAIR ,PART CLOUDY, SLIGHT,0,Yes,-2.595,49.42,2020-08-09,15:30:00,8/9/2020 2:30:00 PM,-2.595,49.42
134438,LBI05242/2020,St Peter Port,Climber,2020,ATLANTIC 85,B-870,ILB,PEOPLE,Climber,Fell/jumped from height,Rendered assistance,FAIR ,PART CLOUDY, SLIGHT,0,FAIR ,PART CLOUDY, SLIGHT,0,Yes,-2.595,49.42,2020-08-09,15:30:00,8/9/2020 2:30:00 PM,-2.595,49.42
134439,LBI01325/2022,St Peter Port,False alarm,2022,ATLANTIC 85,B-889,ILB,PEOPLE,False alarm,False alarm,False alarm,FAIR ,OVERCAST, SLIGHT,90,FAIR ,OVERCAST, SLIGHT,45,Yes,-2.59742,49.41906,2022-03-27,12:55:00,3/27/2022 11:55:00 AM,-2.59742,49.41906
134440,LBI01323/2022,St Peter Port,False alarm,2022,SEVERN,ON1203,ALB,PEOPLE,False alarm,False alarm,False alarm,FAIR ,OVERCAST, SLIGHT,90,FAIR ,OVERCAST, SLIGHT,90,Yes,-2.59558,49.41862,2022-03-27,12:55:00,3/27/2022 11:55:00 AM,-2.59558,49.41862
134441,LBI07052/2024,St Peter Port,Rowing boat,2024,ATLANTIC 85,B-943,ILB,LEISURE,Rowing boat,Unknown craft,False alarm,GOOD ,PART CLOUDY, MOD/CHOP,225,GOOD ,PART CLOUDY, MOD/CHOP,225,Yes,-2.59436,49.41794,2024-08-23,16:28:00,8/23/2024 3:28:00 PM,-2.59436,49.41794
134442,LBI00949/2021,St Peter Port,Walker/runner,2021,SEVERN,ON1269,ALB,PEOPLE,Walker/runner,Fell/jumped from height,Rendered assistance,GOOD ,CLEAR SKIES, SLIGHT,315,GOOD ,CLEAR SKIES, SLIGHT,315,Yes,-2.56285,49.41752,2021-03-16,15:57:00,3/16/2021 3:57:00 PM,-2.56285,49.41752
134443,LBI00951/2021,St Peter Port,Walker/runner,2021,ATLANTIC 85,B-889,ILB,PEOPLE,Walker/runner,Fell/jumped from height,Rendered assistance,GOOD ,CLEAR SKIES, SLIGHT,315,GOOD ,CLEAR SKIES, SLIGHT,315,Yes,-2.56287,49.4175,2021-03-16,15:57:00,3/16/2021 3:57:00 PM,-2.56287,49.4175
134444,LBI05330/2024,St Peter Port,Sailing vessel,2024,SEVERN,ON1203,ALB,LEISURE,Sailing vessel,Unknown craft,Rendered assistance,FAIR ,CLEAR SKIES, SLIGHT,315,FAIR ,CLEAR SKIES, SLIGHT,315,Yes,-2.52563,49.41632,2024-07-21,20:56:00,7/21/2024 7:56:00 PM,-2.52563,49.41632
134445,LBI03628/2022,St Peter Port,Person in distress,2022,ATLANTIC 85,B-889,ILB,LEISURE,Person in distress,Person in distress,Rendered assistance,GOOD ,CLEAR SKIES, SMOOTH,45,GOOD ,CLEAR SKIES, SMOOTH,45,Yes,-2.37708,49.41097,2022-06-14,16:55:00,6/14/2022 3:55:00 PM,-2.37708,49.41097
134447,LBI04051/2022,St Peter Port,Unknown person,2022,SEVERN,ON1203,ALB,PEOPLE,Unknown person,Unknown person,Others assisted casualty,GOOD ,CLEAR SKIES, SMOOTH,45,GOOD ,CLEAR SKIES, SLIGHT,45,No,-2.37802,49.40918,2022-06-14,17:01:00,6/14/2022 4:01:00 PM,-2.37802,49.40918
134448,LBI01654/2023,St Peter Port,Walker/runner,2023,SEVERN,ON1203,ALB,PEOPLE,Walker/runner,Unknown person,Rendered assistance,FAIR ,CLOUDY, ROUGH,270,FAIR ,CLOUDY, ROUGH,270,Yes,-2.34404,49.40751,2023-04-12,12:32:00,4/12/2023 11:32:00 AM,-2.34404,49.40751
134449,LBI09670/2022,St Peter Port,Sailing vessel,2022,SEVERN,ON1203,ALB,LEISURE,Sailing vessel,Unknown craft,Others assisted casualty,GOOD ,PART CLOUDY, MOD/CHOP,135,GOOD ,PART CLOUDY, MOD/CHOP,135,Yes,-2.52633,49.40467,2022-11-12,19:04:00,11/12/2022 7:04:00 PM,-2.52633,49.40467
134451,LBI01427/2022,St Peter Port,Sailing vessel,2022,SEVERN,ON1203,ALB,LEISURE,Sailing vessel,Machinery/equipment failure,Rendered assistance,FAIR ,PART CLOUDY, MOD/CHOP,0,FAIR ,PART CLOUDY, MOD/CHOP,0,Yes,-2.368,49.40238,2022-04-01,23:14:00,4/1/2022 10:14:00 PM,-2.368,49.40238
134452,LBI04101/2024,St Peter Port,Motorboat,2024,SEVERN,ON1203,ALB,LEISURE,Motorboat,Unknown person,Rendered assistance,EXCELLENT ,CLEAR SKIES, SLIGHT,45,EXCELLENT ,CLEAR SKIES, SLIGHT,45,Yes,-2.49383,49.4,2024-06-19,16:40:00,6/19/2024 3:40:00 PM,-2.49383,49.4
134453,LBI00960/2023,St Peter Port,Walker/runner,2023,SEVERN,ON1203,ALB,PEOPLE,Walker/runner,Unknown person,Rendered assistance,FAIR ,PART CLOUDY, SMOOTH,135,FAIR ,PART CLOUDY, SMOOTH,135,Yes,-2.52132,49.39982,2023-03-10,18:11:00,3/10/2023 6:11:00 PM,-2.52132,49.39982
134454,LBI08379/2021,St Peter Port,Motorboat,2021,ATLANTIC 85,B-889,ILB,LEISURE,Motorboat,Injured/ill,Rendered assistance,FAIR ,CLOUDY, MOD/CHOP,180,FAIR ,CLOUDY, MOD/CHOP,180,Yes,-2.49775,49.393,2021-10-17,00:01:00,10/16/2021 11:01:00 PM,-2.49775,49.393
134455,LBI06674/2021,St Peter Port,Motorboat,2021,SEVERN,ON1203,ALB,PEOPLE,Motorboat,Machinery/equipment failure,Rendered assistance,GOOD ,CLEAR SKIES, SLIGHT,0,GOOD ,CLEAR SKIES, SLIGHT,0,Yes,-2.684,49.3915,2021-08-29,14:47:00,8/29/2021 1:47:00 PM,-2.684,49.3915
