ObjectID,ROS Number,Lifeboat Station,AIC,Year,Lifeboat Class,Lifeboat Number,RoS Type,Casualty Category,Casualty Type,Reason for launch,Outcome,Visibility at incident,Weather at incident,Sea conditions at incident,Wind direction at incident,Visibility at launch,Weather at launch,Sea conditions at launch,Wind direction at launch,Arrived on scene?,x,y,Date of launch,Time of launch,Date time of launch,x2,y2
134456,LBI07451/2022,St Peter Port,Sailing vessel,2022,SEVERN,ON1203,ALB,LEISURE,Sailing vessel,Machinery/equipment failure,Rendered assistance,GOOD ,PART CLOUDY, MOD/CHOP,45,GOOD ,PART CLOUDY, MOD/CHOP,45,Yes,-2.5485,49.38337,2022-08-29,22:07:00,8/29/2022 9:07:00 PM,-2.5485,49.38337
134457,LBI09393/2022,St Peter Port,Sailing vessel,2022,SEVERN,ON1203,ALB,LEISURE,Sailing vessel,Machinery/equipment failure,Rendered assistance,FAIR ,PART CLOUDY, MOD/CHOP,225,FAIR ,PART CLOUDY, MOD/CHOP,225,Yes,-2.71667,49.38333,2022-10-30,15:12:00,10/30/2022 3:12:00 PM,-2.71667,49.38333
134458,LBI06275/2023,St Peter Port,Sailing vessel,2023,SEVERN,ON1203,ALB,LEISURE,Sailing vessel,Machinery/equipment failure,Rendered assistance,GOOD ,CLEAR SKIES, SLIGHT,270,GOOD ,CLEAR SKIES, SLIGHT,270,Yes,-2.42217,49.38233,2023-08-10,16:45:00,8/10/2023 3:45:00 PM,-2.42217,49.38233
134461,LBI02603/2021,St Peter Port,Motorboat,2021,SEVERN,ON1203,ALB,LEISURE,Motorboat,Machinery/equipment failure,Rendered assistance,GOOD ,CLEAR SKIES, SMOOTH,135,GOOD ,CLEAR SKIES, SMOOTH,135,Yes,-2.437,49.3686,2021-05-27,14:08:00,5/27/2021 1:08:00 PM,-2.437,49.3686
134463,LBI05966/2022,St Peter Port,Jet ski,2022,ATLANTIC 85,B-889,ILB,LEISURE,Jet ski,Machinery/equipment failure,Rendered assistance,POOR ,FOG, SLIGHT,315,POOR ,FOG, SLIGHT,315,Yes,-2.45667,49.35333,2022-08-03,19:02:00,8/3/2022 6:02:00 PM,-2.45667,49.35333
134472,LBI03302/2024,St Peter Port,Sailing vessel,2024,SEVERN,ON1279,ALB,LEISURE,Sailing vessel,Unknown craft,Rendered assistance,GOOD ,PART CLOUDY, SLIGHT,315,GOOD ,PART CLOUDY, SLIGHT,315,Yes,-2.74867,49.2985,2024-05-31,12:48:00,5/31/2024 11:48:00 AM,-2.74867,49.2985
134486,LBI10384/2022,St Peter Port,Commercial fishing,2022,SEVERN,ON1254,ALB,COMMERCIAL,Commercial fishing,Capsize/swamping,Rendered assistance,FAIR ,OVERCAST, MOD/CHOP,225,FAIR ,OVERCAST, MOD/CHOP,225,Yes,-2.46667,49.27117,2022-12-27,22:00:00,12/27/2022 10:00:00 PM,-2.46667,49.27117
134487,LBI04932/2023,St Peter Port,Sailing vessel,2023,SEVERN,ON1203,ALB,LEISURE,Sailing vessel,Unknown craft,Others assisted casualty,GOOD ,CLOUDY, CALM,,GOOD ,CLOUDY, CALM,NULL,Yes,-2.82417,49.26883,2023-07-10,00:23:00,7/9/2023 11:23:00 PM,-2.82417,49.26883
134508,LBI06277/2023,St Peter Port,Sailing vessel,2023,SEVERN,ON1203,ALB,LEISURE,Sailing vessel,Machinery/equipment failure,Rendered assistance,POOR ,MIST, SLIGHT,270,POOR ,MIST, SLIGHT,270,Yes,-2.63333,49.25,2023-08-10,21:46:00,8/10/2023 8:46:00 PM,-2.63333,49.25
134513,LBI06918/2024,St Peter Port,Sailing vessel,2024,SEVERN,ON1203,ALB,LEISURE,Sailing vessel,Injured/ill,Rendered assistance,FAIR ,PART CLOUDY, MOD/CHOP,315,FAIR ,PART CLOUDY, MOD/CHOP,315,Yes,-2.61833,49.24833,2024-08-20,12:22:00,8/20/2024 11:22:00 AM,-2.61833,49.24833
134537,LBI10086/2022,St Peter Port,Other,2022,SEVERN,ON1254,ALB,PEOPLE,Other,Other,Unsuccessful search,EXCELLENT ,CLEAR SKIES, SLIGHT,45,EXCELLENT ,CLEAR SKIES, SLIGHT,45,Yes,-2.32133,49.21633,2022-12-08,06:49:00,12/8/2022 6:49:00 AM,-2.32133,49.21633
134695,LBI00938/2020,St Peter Port,Other,2020,SEVERN,ON1237,ALB,PEOPLE,Other,Other,Unsuccessful search,GOOD ,PART CLOUDY, SLIGHT,225,GOOD ,PART CLOUDY, SLIGHT,225,Yes,-2.53333,49.03333,2020-03-12,01:47:00,3/12/2020 1:47:00 AM,-2.53333,49.03333

ObjectID,ROS Number,Lifeboat Station,AIC,Year,Lifeboat Class,Lifeboat Number,RoS Type,Casualty Category,Casualty Type,Reason for launch,Outcome,Visibility at incident,Weather at incident,Sea conditions at incident,Wind direction at incident,Visibility at launch,Weather at launch,Sea conditions at launch,Wind direction at launch,Arrived on scene?,x,y,Date of launch,Time of launch,Date time of launch,x2,y2
133515,LBI04933/2024,Alderney,Other,2024,TRENT,ON1199,ALB,PEOPLE,Other,Unknown craft,Unsuccessful search,FAIR ,CLOUDY, MOD/CHOP,135,FAIR ,CLOUDY, MOD/CHOP,135,Yes,-2.34617,50.1167,2024-07-08,13:50:00,7/8/2024 12:50:00 PM,-2.34617,50.1167
133589,LBI08319/2024,Alderney,Motorboat,2024,TRENT,ON1245,ALB,LEISURE,Motorboat,Machinery/equipment failure,Rendered assistance,FAIR ,SQUALLY, SLIGHT,135,FAIR ,SQUALLY, SLIGHT,135,Yes,-1.89633,50.10433,2024-09-21,18:27:00,9/21/2024 5:27:00 PM,-1.89633,50.10433
133598,LBI04288/2022,Alderney,Motorboat,2022,TRENT,ON1199,ALB,LEISURE,Motorboat,Machinery/equipment failure,Rendered assistance,GOOD ,PART CLOUDY, MOD/CHOP,225,GOOD ,PART CLOUDY, MOD/CHOP,225,Yes,-2.11765,50.10305,2022-06-30,14:00:00,6/30/2022 1:00:00 PM,-2.11765,50.10305
133938,LBI04509/2021,Alderney,Sailing vessel,2021,TRENT,ON1199,ALB,LEISURE,Sailing vessel,Machinery/equipment failure,Rendered assistance,GOOD ,PART CLOUDY, SLIGHT,270,GOOD ,PART CLOUDY, SLIGHT,270,Yes,-2.1515,50.021,2021-07-13,13:01:00,7/13/2021 12:01:00 PM,-2.1515,50.021
134089,LBI08934/2024,Alderney,Person in water,2024,TRENT,ON1245,ALB,PEOPLE,Person in water,In water,Stood down,UNKNOWN,UNKNOWN,,,GOOD ,PART CLOUDY, SLIGHT,135,No,-2.43167,49.94,2024-10-12,02:20:00,10/12/2024 1:20:00 AM,-2.43167,49.94
134096,LBI08830/2023,Alderney,Motorboat,2023,TRENT,ON1199,ALB,PEOPLE,Motorboat,Machinery/equipment failure,Rendered assistance,GOOD ,PART CLOUDY, ROUGH,270,GOOD ,PART CLOUDY, ROUGH,270,Yes,-2.31675,49.93747,2023-10-04,15:08:00,10/4/2023 2:08:00 PM,-2.31675,49.93747
134155,LBI06307/2022,Alderney,Sailing vessel,2022,TRENT,ON1199,ALB,LEISURE,Sailing vessel,Machinery/equipment failure,Rendered assistance,GOOD ,CLEAR SKIES, MOD/CHOP,45,GOOD ,CLEAR SKIES, MOD/CHOP,45,Yes,-2.15533,49.83283,2022-08-09,10:27:00,8/9/2022 9:27:00 AM,-2.15533,49.83283
134158,LBI06819/2023,Alderney,Sailing vessel,2023,TRENT,ON1199,ALB,LEISURE,Sailing vessel,Machinery/equipment failure,Rendered assistance,GOOD ,CLEAR SKIES, SLIGHT,270,GOOD ,CLEAR SKIES, SLIGHT,270,Yes,-2.06933,49.824,2023-08-20,09:50:00,8/20/2023 8:50:00 AM,-2.06933,49.824
134162,LBI04470/2024,Alderney,Kayak/canoe,2024,TRENT,ON1199,ALB,LEISURE,Kayak/canoe,Blown/swept out to sea,Rendered assistance,GOOD ,CLEAR SKIES, SLIGHT,45,GOOD ,CLEAR SKIES, SLIGHT,45,Yes,-2.00783,49.80717,2024-06-25,09:05:00,6/25/2024 8:05:00 AM,-2.00783,49.80717
134163,LBI02953/2023,Alderney,Commercial fishing,2023,TRENT,ON1199,ALB,COMMERCIAL,Commercial fishing,Machinery/equipment failure,Rendered assistance,GOOD ,CLEAR SKIES, ROUGH,45,GOOD ,CLEAR SKIES, ROUGH,45,Yes,-2.12817,49.80367,2023-05-27,11:55:00,5/27/2023 10:55:00 AM,-2.12817,49.80367
134166,LBI05773/2021,Alderney,Motorboat,2021,TRENT,ON1199,ALB,LEISURE,Motorboat,Machinery/equipment failure,Rendered assistance,GOOD ,PART CLOUDY, MOD/CHOP,225,GOOD ,PART CLOUDY, MOD/CHOP,225,Yes,-2.163,49.78783,2021-08-07,10:21:00,8/7/2021 9:21:00 AM,-2.163,49.78783
134167,LBI07025/2022,Alderney,Sailing vessel,2022,TRENT,ON1199,ALB,LEISURE,Sailing vessel,Machinery/equipment failure,Rendered assistance,FAIR ,CLOUDY, SMOOTH,270,FAIR ,CLOUDY, SMOOTH,270,Yes,-2.19583,49.78667,2022-08-21,14:40:00,8/21/2022 1:40:00 PM,-2.19583,49.78667
134169,LBI04011/2024,Alderney,Sailing vessel,2024,TRENT,ON1199,ALB,LEISURE,Sailing vessel,Machinery/equipment failure,Rendered assistance,GOOD ,CLEAR SKIES, SLIGHT,225,GOOD ,CLEAR SKIES, SLIGHT,225,Yes,-2.10233,49.78483,2024-06-16,19:42:00,6/16/2024 6:42:00 PM,-2.10233,49.78483
134170,LBI05651/2023,Alderney,Sailing vessel,2023,TRENT,ON1199,ALB,LEISURE,Sailing vessel,Machinery/equipment failure,Rendered assistance,POOR ,RAIN / HAIL, ROUGH,180,POOR ,RAIN / HAIL, ROUGH,180,Yes,-2.13388,49.78023,2023-07-27,14:57:00,7/27/2023 1:57:00 PM,-2.13388,49.78023
134171,LBI03679/2021,Alderney,Commercial fishing,2021,TRENT,ON1199,ALB,COMMERCIAL,Commercial fishing,Person in distress,Others assisted casualty,POOR ,RAIN / HAIL, MOD/CHOP,0,POOR ,RAIN / HAIL, MOD/CHOP,0,Yes,-2.77283,49.77967,2021-06-18,09:15:00,6/18/2021 8:15:00 AM,-2.77283,49.77967
134172,LBI07270/2023,Alderney,Sailing vessel,2023,TRENT,ON1199,ALB,LEISURE,Sailing vessel,Machinery/equipment failure,Rendered assistance,GOOD ,CLEAR SKIES, SLIGHT,45,GOOD ,CLEAR SKIES, SLIGHT,45,Yes,-2.18833,49.77767,2023-08-23,10:20:00,8/23/2023 9:20:00 AM,-2.18833,49.77767
134173,LBI06334/2022,Alderney,Sailing vessel,2022,TRENT,ON1199,ALB,LEISURE,Sailing vessel,Unsure of position/lost,Rendered assistance,GOOD ,CLEAR SKIES, SLIGHT,45,GOOD ,CLEAR SKIES, SLIGHT,45,Yes,-2.376,49.776,2022-08-09,22:15:00,8/9/2022 9:15:00 PM,-2.376,49.776
134174,LBI04967/2022,Alderney,Sailing vessel,2022,TRENT,ON1199,ALB,LEISURE,Sailing vessel,Machinery/equipment failure,Rendered assistance,GOOD ,CLEAR SKIES, SLIGHT,45,GOOD ,CLEAR SKIES, SLIGHT,45,Yes,-2.19467,49.7705,2022-07-15,15:23:00,7/15/2022 2:23:00 PM,-2.19467,49.7705
134175,LBI07039/2023,Alderney,Sailing vessel,2023,TRENT,ON1199,ALB,LEISURE,Sailing vessel,Machinery/equipment failure,Rendered assistance,GOOD ,PART CLOUDY, SLIGHT,270,GOOD ,PART CLOUDY, SLIGHT,270,Yes,-2.07217,49.76967,2023-08-22,10:10:00,8/22/2023 9:10:00 AM,-2.07217,49.76967
134177,LBI04992/2022,Alderney,Sailing vessel,2022,TRENT,ON1199,ALB,LEISURE,Sailing vessel,Injured/ill,Rendered assistance,GOOD ,CLEAR SKIES, MOD/CHOP,45,GOOD ,CLEAR SKIES, MOD/CHOP,45,Yes,-2.50167,49.762,2022-07-17,19:08:00,7/17/2022 6:08:00 PM,-2.50167,49.762
134178,LBI02950/2023,Alderney,Sailing vessel,2023,TRENT,ON1199,ALB,LEISURE,Sailing vessel,Machinery/equipment failure,Rendered assistance,GOOD ,CLEAR SKIES, MOD/CHOP,45,GOOD ,CLEAR SKIES, MOD/CHOP,45,Yes,-2.1235,49.76067,2023-05-25,18:10:00,5/25/2023 5:10:00 PM,-2.1235,49.76067
134180,LBI10179/2024,Alderney,Sailing vessel,2024,TRENT,ON1245,ALB,LEISURE,Sailing vessel,Machinery/equipment failure,Rendered assistance,GOOD ,PART CLOUDY, MOD/CHOP,315,GOOD ,PART CLOUDY, MOD/CHOP,315,Yes,-2.1915,49.75717,2024-12-03,08:30:00,12/3/2024 8:30:00 AM,-2.1915,49.75717
134181,LBI04401/2021,Alderney,Kayak/canoe,2021,TRENT,ON1199,ALB,LEISURE,Kayak/canoe,Blown/swept out to sea,Rendered assistance,FAIR ,CLOUDY, SLIGHT,225,FAIR ,CLOUDY, SLIGHT,225,Yes,-2.1145,49.75483,2021-07-08,05:49:00,7/8/2021 4:49:00 AM,-2.1145,49.75483
134182,LBI08808/2023,Alderney,Sailing vessel,2023,TRENT,ON1199,ALB,LEISURE,Sailing vessel,Machinery/equipment failure,Rendered assistance,GOOD ,CLOUDY, SLIGHT,225,GOOD ,CLOUDY, SLIGHT,225,Yes,-2.416,49.75367,2023-09-30,04:16:00,9/30/2023 3:16:00 AM,-2.416,49.75367
134184,LBI08411/2022,Alderney,Sailing vessel,2022,TRENT,ON1199,ALB,LEISURE,Sailing vessel,Unknown craft,Others assisted casualty,GOOD ,PART CLOUDY, ROUGH,315,GOOD ,PART CLOUDY, ROUGH,315,Yes,-2.33533,49.75033,2022-09-10,00:02:00,9/9/2022 11:02:00 PM,-2.33533,49.75033
134185,LBI09302/2021,Alderney,Commercial fishing,2021,TRENT,ON1199,ALB,COMMERCIAL,Commercial fishing,Unknown craft,Others assisted casualty,GOOD ,CLEAR SKIES, SMOOTH,,GOOD ,CLEAR SKIES, SMOOTH,NULL,Yes,-2.16667,49.75,2021-11-13,12:15:00,11/13/2021 12:15:00 PM,-2.16667,49.75
134187,LBI06464/2023,Alderney,Sailing vessel,2023,TRENT,ON1199,ALB,LEISURE,Sailing vessel,Machinery/equipment failure,Rendered assistance,POOR ,FOG, SLIGHT,270,POOR ,FOG, SLIGHT,270,Yes,-2.13917,49.74917,2023-08-11,15:50:00,8/11/2023 2:50:00 PM,-2.13917,49.74917
134188,LBI10174/2024,Alderney,Sailing vessel,2024,TRENT,ON1245,ALB,LEISURE,Sailing vessel,Machinery/equipment failure,Rendered assistance,GOOD ,PART CLOUDY, CALM,,GOOD ,PART CLOUDY, CALM,NULL,Yes,-2.18233,49.7465,2024-11-15,10:33:00,11/15/2024 10:33:00 AM,-2.18233,49.7465
134189,LBI06879/2024,Alderney,Sailing dinghy,2024,TRENT,ON1213,ALB,LEISURE,Sailing dinghy,Machinery/equipment failure,Rendered assistance,GOOD ,PART CLOUDY, MOD/CHOP,270,GOOD ,PART CLOUDY, SLIGHT,270,Yes,-2.1375,49.7455,2024-08-19,11:45:00,8/19/2024 10:45:00 AM,-2.1375,49.7455
134190,LBI06950/2023,Alderney,Sailing vessel,2023,TRENT,ON1199,ALB,LEISURE,Sailing vessel,Machinery/equipment failure,Rendered assistance,GOOD ,CLEAR SKIES, SLIGHT,270,GOOD ,CLEAR SKIES, SLIGHT,270,Yes,-2.22983,49.74367,2023-08-20,13:42:00,8/20/2023 12:42:00 PM,-2.22983,49.74367
134191,LBI06072/2024,Alderney,Commercial fishing,2024,TRENT,ON1199,ALB,COMMERCIAL,Commercial fishing,Machinery/equipment failure,Rendered assistance,GOOD ,CLOUDY, MOD/CHOP,225,GOOD ,CLOUDY, MOD/CHOP,225,Yes,-2.22182,49.74252,2024-08-03,05:30:00,8/3/2024 4:30:00 AM,-2.22182,49.74252
134192,LBI06563/2024,Alderney,Sailing vessel,2024,TRENT,ON1199,ALB,LEISURE,Sailing vessel,Machinery/equipment failure,Rendered assistance,GOOD ,PART CLOUDY, MOD/CHOP,315,GOOD ,PART CLOUDY, MOD/CHOP,315,Yes,-2.20917,49.74017,2024-08-12,14:20:00,8/12/2024 1:20:00 PM,-2.20917,49.74017
134193,LBI05505/2022,Alderney,Sailing vessel,2022,TRENT,ON1199,ALB,LEISURE,Sailing vessel,Collision,Rendered assistance,GOOD ,CLEAR SKIES, SLIGHT,225,GOOD ,CLEAR SKIES, SLIGHT,225,Yes,-2.14217,49.7395,2022-07-24,16:18:00,7/24/2022 3:18:00 PM,-2.14217,49.7395
134194,LBI10171/2024,Alderney,Sailing vessel,2024,TRENT,ON1245,ALB,LEISURE,Sailing vessel,Unknown craft,Rendered assistance,GOOD ,PART CLOUDY, SLIGHT,90,GOOD ,PART CLOUDY, SLIGHT,90,Yes,-2.1451,49.73508,2024-11-10,13:45:00,11/10/2024 1:45:00 PM,-2.1451,49.73508
134195,LBI06578/2024,Alderney,Commercial fishing,2024,TRENT,ON1199,ALB,COMMERCIAL,Commercial fishing,Machinery/equipment failure,Rendered assistance,GOOD ,CLEAR SKIES, SLIGHT,315,GOOD ,CLEAR SKIES, SLIGHT,315,Yes,-2.17,49.73467,2024-08-13,15:05:00,8/13/2024 2:05:00 PM,-2.17,49.73467
134196,LBI02681/2020,Alderney,Motorboat,2020,TRENT,ON1199,ALB,PEOPLE,Motorboat,Machinery/equipment failure,Rendered assistance,GOOD ,CLEAR SKIES, SLIGHT,270,GOOD ,CLEAR SKIES, SLIGHT,270,Yes,-2.16667,49.73333,2020-06-17,16:20:00,6/17/2020 3:20:00 PM,-2.16667,49.73333
134197,LBI08907/2022,Alderney,Commercial fishing,2022,TRENT,ON1199,ALB,COMMERCIAL,Commercial fishing,Machinery/equipment failure,Rendered assistance,GOOD ,PART CLOUDY, SLIGHT,45,GOOD ,PART CLOUDY, SLIGHT,45,Yes,-2.18181,49.73207,2022-10-11,19:00:00,10/11/2022 6:00:00 PM,-2.18181,49.73207
134199,LBI01076/2020,Alderney,Unknown person,2020,TRENT,ON1199,ALB,PEOPLE,Unknown person,Blown/swept out to sea,Rendered assistance,EXCELLENT ,CLEAR SKIES, SLIGHT,225,EXCELLENT ,CLEAR SKIES, SLIGHT,225,Yes,-2.04383,49.7295,2020-03-18,12:05:00,3/18/2020 12:05:00 PM,-2.04383,49.7295
134200,LBI06070/2024,Alderney,Sailing vessel,2024,TRENT,ON1199,ALB,LEISURE,Sailing vessel,Machinery/equipment failure,Rendered assistance,GOOD ,PART CLOUDY, CALM,,GOOD ,PART CLOUDY, CALM,NULL,Yes,-2.26117,49.729,2024-07-26,09:43:00,7/26/2024 8:43:00 AM,-2.26117,49.729
134201,LBI00946/2022,Alderney,Sailing vessel,2022,TRENT,ON1199,ALB,LEISURE,Sailing vessel,Collision,Rendered assistance,GOOD ,PART CLOUDY, ROUGH,45,GOOD ,PART CLOUDY, ROUGH,45,Yes,-2.19855,49.72674,2022-03-07,07:25:00,3/7/2022 7:25:00 AM,-2.19855,49.72674
134203,LBI07357/2021,Alderney,Motorboat,2021,TRENT,ON1199,ALB,LEISURE,Motorboat,Missing/overdue,Rendered assistance,GOOD ,PART CLOUDY, SLIGHT,45,GOOD ,PART CLOUDY, SLIGHT,45,Yes,-2.19998,49.725,2021-09-13,11:47:00,9/13/2021 10:47:00 AM,-2.19998,49.725
134208,LBI02560/2022,Alderney,Motorboat,2022,TRENT,ON1199,ALB,LEISURE,Motorboat,Machinery/equipment failure,Rendered assistance,GOOD ,CLEAR SKIES, SLIGHT,225,GOOD ,CLEAR SKIES, SLIGHT,225,Yes,-2.14783,49.72267,2022-05-13,19:10:00,5/13/2022 6:10:00 PM,-2.14783,49.72267
134209,LBI06206/2022,Alderney,Other,2022,TRENT,ON1199,ALB,PEOPLE,Other,Other,Rendered assistance,GOOD ,CLEAR SKIES, SLIGHT,45,GOOD ,CLEAR SKIES, SLIGHT,45,Yes,-2.16362,49.72201,2022-08-08,14:42:00,8/8/2022 1:42:00 PM,-2.16362,49.72201
134211,LBI05264/2020,Alderney,Sailing vessel,2020,TRENT,ON1199,ALB,LEISURE,Sailing vessel,Collision,Rendered assistance,GOOD ,CLEAR SKIES, SLIGHT,90,GOOD ,CLEAR SKIES, SLIGHT,90,Yes,-2.16667,49.71667,2020-08-08,12:30:00,8/8/2020 11:30:00 AM,-2.16667,49.71667
134212,LBI05351/2020,Alderney,Motorboat,2020,TRENT,ON1199,ALB,LEISURE,Motorboat,Capsize/swamping,Rendered assistance,GOOD ,CLEAR SKIES, SLIGHT,90,GOOD ,CLEAR SKIES, SLIGHT,90,Yes,-2.2,49.71667,2020-08-10,12:10:00,8/10/2020 11:10:00 AM,-2.2,49.71667
134214,LBI02498/2021,Alderney,Motorboat,2021,TRENT,ON1213,ALB,LEISURE,Motorboat,Machinery/equipment failure,Rendered assistance,GOOD ,PART CLOUDY, ROUGH,180,GOOD ,PART CLOUDY, ROUGH,180,Yes,-2.26933,49.71583,2021-05-08,11:40:00,5/8/2021 10:40:00 AM,-2.26933,49.71583
134215,LBI08317/2024,Alderney,Other,2024,TRENT,ON1245,ALB,PEOPLE,Other,Injured/ill,Rendered assistance,GOOD ,CLEAR SKIES, SLIGHT,45,GOOD ,CLEAR SKIES, ROUGH,45,Yes,-2.23267,49.71187,2024-09-18,18:54:00,9/18/2024 5:54:00 PM,-2.23267,49.71187
134217,LBI06559/2023,Alderney,Sailing vessel,2023,TRENT,ON1199,ALB,LEISURE,Sailing vessel,Machinery/equipment failure,Rendered assistance,EXCELLENT ,CLEAR SKIES, SMOOTH,,EXCELLENT ,CLEAR SKIES, SMOOTH,NULL,Yes,-2.1581,49.70433,2023-08-15,02:00:00,8/15/2023 1:00:00 AM,-2.1581,49.70433
134218,LBI04907/2020,Alderney,Motorboat,2020,TRENT,ON1199,ALB,LEISURE,Motorboat,Collision,Rendered assistance,GOOD ,CLEAR SKIES, SLIGHT,45,GOOD ,CLEAR SKIES, SLIGHT,45,Yes,-2.23667,49.70167,2020-07-30,14:55:00,7/30/2020 1:55:00 PM,-2.23667,49.70167
134219,LBI07273/2023,Alderney,Sailing vessel,2023,TRENT,ON1199,ALB,LEISURE,Sailing vessel,Machinery/equipment failure,Rendered assistance,GOOD ,CLOUDY, MOD/CHOP,270,GOOD ,CLOUDY, MOD/CHOP,270,Yes,-2.16192,49.69867,2023-08-26,09:30:00,8/26/2023 8:30:00 AM,-2.16192,49.69867
134222,LBI03244/2022,Alderney,Commercial fishing,2022,TRENT,ON1199,ALB,COMMERCIAL,Commercial fishing,Machinery/equipment failure,Rendered assistance,GOOD ,PART CLOUDY, MOD/CHOP,315,GOOD ,PART CLOUDY, MOD/CHOP,315,Yes,-2.11433,49.689,2022-05-27,15:05:00,5/27/2022 2:05:00 PM,-2.11433,49.689
134223,LBI02648/2023,Alderney,Sailing vessel,2023,TRENT,ON1199,ALB,LEISURE,Sailing vessel,Machinery/equipment failure,Rendered assistance,GOOD ,CLEAR SKIES, SLIGHT,315,GOOD ,CLEAR SKIES, SLIGHT,315,Yes,-2.18423,49.68397,2023-05-21,14:00:00,5/21/2023 1:00:00 PM,-2.18423,49.68397
134224,LBI02511/2020,Alderney,Sailing vessel,2020,TRENT,ON1199,ALB,LEISURE,Sailing vessel,Machinery/equipment failure,Rendered assistance,GOOD ,PART CLOUDY, ROUGH,225,GOOD ,PART CLOUDY, ROUGH,225,Yes,-2.1805,49.67783,2020-05-22,13:50:00,5/22/2020 12:50:00 PM,-2.1805,49.67783
134231,LBI02562/2022,Alderney,Commercial activity,2022,TRENT,ON1199,ALB,COMMERCIAL,Commercial activity,Machinery/equipment failure,Rendered assistance,GOOD ,CLEAR SKIES, MOD/CHOP,135,GOOD ,CLEAR SKIES, MOD/CHOP,135,Yes,-2.32,49.64833,2022-05-16,08:05:00,5/16/2022 7:05:00 AM,-2.32,49.64833
134238,LBI05705/2024,Alderney,Sailing vessel,2024,TRENT,ON1199,ALB,LEISURE,Sailing vessel,Machinery/equipment failure,Rendered assistance,GOOD ,CLEAR SKIES, SLIGHT,225,GOOD ,CLEAR SKIES, SLIGHT,225,Yes,-2.272,49.60467,2024-07-24,09:14:00,7/24/2024 8:14:00 AM,-2.272,49.60467
134239,LBI02348/2022,Alderney,Motorboat,2022,TRENT,ON1199,ALB,LEISURE,Motorboat,Machinery/equipment failure,Rendered assistance,GOOD ,CLOUDY, ROUGH,45,GOOD ,CLOUDY, ROUGH,45,Yes,-2.36667,49.59833,2022-05-08,12:10:00,5/8/2022 11:10:00 AM,-2.36667,49.59833
134243,LBI06645/2020,Alderney,Motorboat,2020,TRENT,ON1209,ALB,LEISURE,Motorboat,Fire/explosion,Rendered assistance,GOOD ,CLEAR SKIES, SLIGHT,45,GOOD ,CLEAR SKIES, SLIGHT,45,Yes,-2.26217,49.58517,2020-08-30,17:05:00,8/30/2020 4:05:00 PM,-2.26217,49.58517
134359,LBI00746/2023,Alderney,Other,2023,TRENT,ON1199,ALB,PEOPLE,Other,Injured/ill,Rendered assistance,GOOD ,PART CLOUDY, SLIGHT,315,GOOD ,PART CLOUDY, SLIGHT,315,Yes,-2.52958,49.44918,2023-02-21,10:20:00,2/21/2023 10:20:00 AM,-2.52958,49.44918
134371,LBI00518/2023,Alderney,Other,2023,TRENT,ON1199,ALB,PEOPLE,Other,Injured/ill,Rendered assistance,FAIR ,PART CLOUDY, SLIGHT,180,FAIR ,PART CLOUDY, SLIGHT,180,Yes,-2.52956,49.43738,2023-02-11,09:00:00,2/11/2023 9:00:00 AM,-2.52956,49.43738
134403,LBI01977/2022,Alderney,Unknown person,2022,TRENT,ON1199,ALB,PEOPLE,Unknown person,Injured/ill,Rendered assistance,GOOD ,PART CLOUDY, SLIGHT,90,GOOD ,PART CLOUDY, SLIGHT,90,Yes,-2.53231,49.43202,2022-04-20,17:15:00,4/20/2022 4:15:00 PM,-2.53231,49.43202